COMID,Study_ID,StationID,WaterbodyName,CountyName,Latitude,Longitude,EcoL3Code,ECOREG3,HUC12,RefSiteFlag
23048129,WHM_WAM0,WAM06600_004036,SHEEP CREEK TRIBUTARY,Stevens,48.076298,-117.67676,15,Northern Rockies,HUC-170200030102,0
23851097,WHM_WAM0,WAM06600_004042,MONROE CREEK,Grays Harbor,46.9458,-123.172,1,Coast Range,HUC-171001030508,0
24248902,WHM_WAM0,WAM06600_004045,COWLITZ RIVER at rm 35.9,Lewis,46.454387,-122.813239,2,Puget Lowland,HUC-170800050306,0
24114643,WHM_WAM0,WAM06600_004063,BRICKEL CREEK,Spokane,47.923184,-117.048119,15,Northern Rockies,HUC-170102140503,0
24422687,WHM_WAM0,WAM06600_004082,NACHES RIVER NEAR NACHES,Yakima,46.730461,-120.722388,10,Columbia Plateau,HUC-170300020312,0
23022156,WHM_WAM0,WAM06600_004100,WAM06600-004100,Stevens,48.04812,-118.02078,15,Northern Rockies,HUC-170103070201,0
23640128,WHM_WAM0,WAM06600_004101,YELLOWHAWK CREEK,Walla Walla,46.035839,-118.330531,10,Columbia Plateau,HUC-170701020701,0
23638082,WHM_WAM0,WAM06600_004181,"DRY CREEK, NORTH FORK",Walla Walla,46.102099,-118.047785,11,Blue Mountains,HUC-170701020801,0
23017912,WHM_WAM0,WAM06600_004199,MARSHALL CREEK,Spokane,47.593543,-117.449891,10,Columbia Plateau,HUC-170103060305,0
23977778,WHM_WAM0,WAM06600_004206,SUNDAY CREEK,King,47.253568,-121.383189,4,Cascades,HUC-171100130103,0
24249722,WHM_WAM0,WAM06600_004237,LANDERS CREEK TRIBUTARY,Lewis,46.431,-122.199,4,Cascades,HUC-170800050203,0
23065089,WHM_WAM0,WAM06600_004240,PETTIJOHN CREEK,Okanogan,48.758131,-119.081871,15,Northern Rockies,HUC-170200061702,0
23860861,WHM_WAM0,WAM06600_004270,HUMPTULIPS RIVER,Grays Harbor,47.222101,-124.0004,1,Coast Range,HUC-171001050105,0
24127689,WHM_WAM0,WAM06600_004334,PEARSON CREEK TRIBUTARY,Kittitas,47.279748,-120.460583,9,Eastern Cascades Slopes and Foothills,HUC-170300010401,0
23736189,WHM_WAM0,WAM06600_004353,WASHOUGAL RIVER AT RM 7.3,Clark,45.623666,-122.328646,3,Willamette Valley,HUC-170800010606,0
23838764,WHM_WAM0,WAM06600_004372,"DICKEY RIVER, EAST FORK",Clallam,48.0708,-124.414,1,Coast Range,HUC-171001010302,0
24125799,WHM_WAM0,WAM06600_004382,YAKIMA RIVER AT RM 184.8,Kittitas,47.181954,-120.980933,77,North Cascades,HUC-170300010307,0
947020236,WHM_WAM0,WAM06600_004492,SCOTCH CREEK,Okanogan,48.514548,-119.669483,10,Columbia Plateau,HUC-170200062104,0
23850493,WHM_WAM0,WAM06600_004546,CHEHALIS RIVER AT RM 104.7,Lewis,46.586455,-123.289232,1,Coast Range,HUC-171001030103,0
23099954,WHM_WAM0,WAM06600_004589,"AHTANUM CREEK, NORTH FORK",Yakima,46.532761,-121.175122,9,Eastern Cascades Slopes and Foothills,HUC-170300030101,0
23850937,WHM_WAM0,WAM06600_004658,DUNN CREEK,Lewis,46.6789,-123.272,1,Coast Range,HUC-171001030108,1
23638038,WHM_WAM0,WAM06600_004677,DRY CREEK,Walla Walla,46.047448,-118.571041,10,Columbia Plateau,HUC-170701020808,0
23450737,WHM_WAM0,WAM06600_004706,WAWAWAI CANYON TRIBUTARY,Whitman,46.618074,-117.292959,10,Columbia Plateau,HUC-170601070205,0
23850709,WHM_WAM0,WAM06600_004802,"NEWAUKUM RIVER, NORTH FORK",Lewis,46.6085,-122.831,2,Puget Lowland,HUC-171001030203,0
24241817,WHM_WAM0,WAM06600_004897,CEDAR CREEK,Clark,45.925508,-122.499441,4,Cascades,HUC-170800020605,0
24241889,WHM_WAM0,WAM06600_004961,CANYON CREEK,Clark,45.945774,-122.309671,4,Cascades,HUC-170800020603,0
23099616,WHM_WAM0,WAM06600_004981,SPRING CREEK TRIBUTARY,Benton,46.248178,-119.734106,10,Columbia Plateau,HUC-170300031005,0
23663729,WHM_WAM0,WAM06600_005021,DIAMOND FORK CREEK,Yakima,46.488633,-121.252544,9,Eastern Cascades Slopes and Foothills,HUC-170701060102,0
23970169,WHM_WAM0,WAM06600_005067,SNOQUALMIE RIVER AT RM 9.8,King,47.755544,-121.980336,2,Puget Lowland,HUC-171100100603,0
24520666,WHM_WAM0,WAM06600_005081,ELOCHOMAN RIVER AT RM 16.5,Wahkiakum,46.329225,-123.254064,1,Coast Range,HUC-170800030701,0
23449045,WHM_WAM0,WAM06600_005097,TUCANNON RIVER BLW CUMMINGS CREEK,Columbia,46.336539,-117.680145,10,Columbia Plateau,HUC-170601070606,0
24534786,WHM_WAM0,WAM06600_005136,AUSTIN CREEK,Whatcom,48.718498,-122.32467,2,Puget Lowland,HUC-171100040602,0
24520578,WHM_WAM0,WAM06600_005141,"KALAMA RIVER, NORTH FORK",Cowlitz,46.124123,-122.406154,4,Cascades,HUC-170800030302,0
24385839,WHM_WAM0,WAM06600_005260,METHOW RIVER AT RM 57.8,Okanogan,48.524813,-120.312607,77,North Cascades,HUC-170200080602,0
23208584,WHM_WAM0,WAM06600_005358,MIDDLE CREEK TRIBUTARY,Chelan,47.268913,-120.366585,9,Eastern Cascades Slopes and Foothills,HUC-170200100310,0
23850679,WHM_WAM0,WAM06600_005373,"NEWAUKUM RIVER, SOUTH FORK",Lewis,46.568989,-122.72856,2,Puget Lowland,HUC-171001030205,0
23838610,WHM_WAM0,WAM06600_005439,"CALAWAH RIVER, NORTH FORK",Clallam,47.971838,-124.328448,1,Coast Range,HUC-171001010403,1
24534406,WHM_WAM0,WAM06600_005456,WHATCOM CREEK,Whatcom,48.753304,-122.467874,2,Puget Lowland,HUC-171100040603,0
24234458,WHM_WAM0,WAM06600_005473,"QUARTZ CREEK, MIDDLE FORK",Klickitat,45.927206,-120.521424,9,Eastern Cascades Slopes and Foothills,HUC-170701011301,0
947030141,WHM_WAM0,WAM06600_005529,MUD LAKE INLET TRIBUTARY,Yakima,46.342938,-120.626595,10,Columbia Plateau,HUC-170300030606,0
23033372,WHM_WAM0,WAM06600_005560,CHEWEKA CREEK TRIBUTARY,Stevens,48.43247,-118.087978,15,Northern Rockies,HUC-170200011308,0
24520588,WHM_WAM0,WAM06600_005637,GOBAR CREEK,Cowlitz,46.074164,-122.610745,4,Cascades,HUC-170800030304,0
23638450,WHM_WAM0,WAM06600_005701,BLUE CREEK,Walla Walla,46.057507,-118.142304,10,Columbia Plateau,HUC-170701020203,0
23471804,WHM_WAM0,WAM06600_005710,IMBLER CREEK TRIBUTARY,Whitman,47.110916,-117.891102,10,Columbia Plateau,HUC-170601090404,0
23083168,WHM_WAM0,WAM06600_005747,YAKSUM CANYON,Chelan,47.49751,-120.470738,10,Columbia Plateau,HUC-170200110604,0
23856795,WHM_WAM0,WAM06600_005758,"SATSOP RIVER, MIDDLE FORK",Mason,47.280525,-123.481016,1,Coast Range,HUC-171001040103,1
23856987,WHM_WAM0,WAM06600_005818,WISHKAH RIVER,Grays Harbor,47.0779,-123.777,1,Coast Range,HUC-171001040303,0
23856993,WHM_WAM0,WAM06600_005838,WISHKAH RIVER,Grays Harbor,47.150935,-123.754883,1,Coast Range,HUC-171001040303,0
23032950,WHM_WAM0,WAM06600_005840,LOOKOUT CREEK,Stevens,48.75603,-117.733528,15,Northern Rockies,HUC-170200011003,0
24125601,WHM_WAM0,WAM06600_005854,TEANAWAY RIVER AT RM 7.4,Kittitas,47.231321,-120.815475,77,North Cascades,HUC-170300010205,0
23459735,WHM_WAM0,WAM06600_005862,PALOUSE RIVER,Adams,46.8276,-118.00065,10,Columbia Plateau,HUC-170601080506,0
24520782,WHM_WAM0,WAM06600_005973,FOSSIL CREEK,Cowlitz,46.140764,-122.34976,4,Cascades,HUC-170800030301,0
23099972,WHM_WAM0,WAM06600_006045,"AHTANUM CREEK, MIDDLE FORK",Yakima,46.495357,-121.101233,9,Eastern Cascades Slopes and Foothills,HUC-170300030101,0
24126635,WHM_WAM0,WAM06600_006062,"TEANAWAY RIVER, NORTH FORK",Kittitas,47.282856,-120.861931,77,North Cascades,HUC-170300010204,0
23965049,WHM_WAM0,WAM06600_006123,MAY CREEK,Snohomish,47.859073,-121.693311,2,Puget Lowland,HUC-171100090602,0
24385885,WHM_WAM0,WAM06600_006284,PEARRYGIN CREEK TRIBUTARY,Okanogan,48.504044,-120.153138,10,Columbia Plateau,HUC-170200080408,0
23082556,WHM_WAM0,WAM06600_006311,WENATCHEE RIVER TRIBUTARY,Chelan,47.666786,-120.745003,77,North Cascades,HUC-170200110703,0
23018354,WHM_WAM0,WAM06600_006359,HANGMAN CREEK TRIBUTARY,Spokane,47.584947,-117.333059,15,Northern Rockies,HUC-170103060303,0
23977630,WHM_WAM0,WAM06600_006467,GREEN RIVER AT RM 26,King,47.366137,-122.224027,2,Puget Lowland,HUC-171100130304,0
24127859,WHM_WAM0,WAM06600_006510,SWIFT CREEK,Kittitas,47.246347,-120.41208,9,Eastern Cascades Slopes and Foothills,HUC-170300010402,0
22995097,WHM_WAM0,WAM06600_006552,"CALISPELL CREEK, NORTH FORK",Pend Oreille,48.285186,-117.460051,15,Northern Rockies,HUC-170102160101,1
23978056,WHM_WAM0,WAM06600_006574,COAL CREEK,King,47.276119,-121.897044,4,Cascades,HUC-171100130205,0
24521778,WHM_WAM0,WAM06600_006625,SCHOOLHOUSE CREEK,Cowlitz,45.979303,-122.827373,2,Puget Lowland,HUC-170800030306,0
23838228,WHM_WAM0,WAM06600_006635,HOH RIVER AT RM 27.1,Jefferson,47.8056,-124.079,1,Coast Range,HUC-171001010705,0
23736483,WHM_WAM0,WAM06600_006657,"LITTLE WASHOUGAL RIVER, EAST FORK",Clark,45.666539,-122.33579,4,Cascades,HUC-170800010606,0
23736539,WHM_WAM0,WAM06600_006673,ROCK CREEK,Clark,45.793699,-122.45336,3,Willamette Valley,HUC-170800030102,0
947020196,WHM_WAM0,WAM06600_006704,TOULOU CREEK,Stevens,48.843856,-118.144274,15,Northern Rockies,HUC-170200022001,0
24249118,WHM_WAM0,WAM06600_006733,LACAMAS CREEK,Lewis,46.416053,-122.919345,2,Puget Lowland,HUC-170800050305,0
24127955,WHM_WAM0,WAM06600_006798,SPEX ARTH CREEK,Kittitas,47.166029,-121.02221,77,North Cascades,HUC-170300010306,0
24233452,WHM_WAM0,WAM06600_006865,ROCK CREEK,Klickitat,45.880343,-120.55346,9,Eastern Cascades Slopes and Foothills,HUC-170701011303,0
23638778,WHM_WAM0,WAM06600_006889,LOST SPRINGS CREEK TRIBUTARY,Columbia,46.364882,-118.147817,10,Columbia Plateau,HUC-170701020502,0
24127863,WHM_WAM0,WAM06600_007006,CRYSTAL CREEK,Kittitas,47.205418,-120.968389,77,North Cascades,HUC-170300010307,0
23026774,WHM_WAM0,WAM06600_007007,DEADMAN CREEK,Spokane,47.910984,-117.108106,15,Northern Rockies,HUC-170103080302,0
23833019,WHM_WAM0,WAM06600_007017,GRAYS RIVER AT RM 9,Wahkiakum,46.3467,-123.605,1,Coast Range,HUC-170800060304,0
24520506,WHM_WAM0,WAM06600_007089,KALAMA RIVER AT RM 2.6,Cowlitz,46.0439,-122.839,2,Puget Lowland,HUC-170800030305,0
23850583,WHM_WAM0,WAM06600_007101,"CHEHALIS RIVER, SOUTH FORK",Lewis,46.5501,-123.135,1,Coast Range,HUC-171001030107,0
24423673,WHM_WAM0,WAM06600_007154,OAK CREEK AT SOUTH FORK,Yakima,46.729305,-120.936321,9,Eastern Cascades Slopes and Foothills,HUC-170300020307,0
24126571,WHM_WAM0,WAM06600_007302,BURBANK CREEK,Kittitas,46.761387,-120.413981,10,Columbia Plateau,HUC-170300010708,0
24242371,WHM_WAM0,WAM06600_007313,LOCKWOOD CREEK,Clark,45.851046,-122.65637,3,Willamette Valley,HUC-170800020507,0
23850191,WHM_WAM0,WAM06600_007350,ROCK CREEK,Grays Harbor,46.8711,-123.329,1,Coast Range,HUC-171001030507,0
24248566,WHM_WAM0,WAM06600_007369,TOUTLE RIVER,Cowlitz,46.286249,-122.64063,4,Cascades,HUC-170800050605,0
23638128,WHM_WAM0,WAM06600_007461,TOUCHET RIVER,Walla Walla,46.156733,-118.648569,10,Columbia Plateau,HUC-170701021003,0
24537926,WHM_WAM0,WAM06600_007491,TAYLOR CREEK,King,47.365882,-121.825576,4,Cascades,HUC-171100120104,0
24228043,WHM_WAM0,WAM06600_007561,"ASOTIN CREEK, SOUTH FORK",Asotin,46.250619,-117.289758,10,Columbia Plateau,HUC-170601030203,0
24126261,WHM_WAM0,WAM06600_007802,TANEUM CREEK,Kittitas,47.097138,-120.838012,9,Eastern Cascades Slopes and Foothills,HUC-170300010504,0
24125769,WHM_WAM0,WAM06600_007822,YAKIMA RIVER AT RM 176.6,Kittitas,47.17033,-120.843,77,North Cascades,HUC-170300010307,0
24127851,WHM_WAM0,WAM06600_007902,DOT CREEK,Kittitas,47.237763,-120.479657,9,Eastern Cascades Slopes and Foothills,HUC-170300010402,0
22994933,WHM_WAM0,WAM06600_007992,TACOMA CREEK,Pend Oreille,48.392834,-117.321676,15,Northern Rockies,HUC-170102160206,0
23065135,WHM_WAM0,WAM06600_008016,ANTOINE CREEK,Okanogan,48.750895,-119.347555,10,Columbia Plateau,HUC-170200061605,0
24537890,WHM_WAM0,WAM06600_008099,CEDAR RIVER,King,47.466271,-122.164466,2,Puget Lowland,HUC-171100120107,0
23031676,WHM_WAM0,WAM06600_008128,BIG SHEEP CREEK TRIBUTARY,Stevens,48.953104,-117.906101,15,Northern Rockies,HUC-170200011107,0
23850371,WHM_WAM0,WAM06600_008146,CHEHALIS RIVER,Lewis,46.6428,-123.002,2,Puget Lowland,HUC-171001030111,0
23640132,WHM_WAM0,WAM06600_008197,RESER CREEK,Walla Walla,46.037087,-118.297151,10,Columbia Plateau,HUC-170701020701,0
24128293,WHM_WAM0,WAM06600_008250,TANEUM CREEK TRIBUTARY,Kittitas,47.088014,-120.851264,9,Eastern Cascades Slopes and Foothills,HUC-170300010504,0
23026716,WHM_WAM0,WAM06600_008299,LITTLE SPOKANE RIVER,Spokane,47.773629,-117.429026,15,Northern Rockies,HUC-170103080306,0
947030172,WHM_WAM0,WAM06600_008478,YAKIMA RIVER RM 182.5,Kittitas,47.18821,-120.93984,77,North Cascades,HUC-170300010307,0
23066177,WHM_WAM0,WAM06600_008504,"ROCK CREEK, WEST FORK",Okanogan,48.421401,-119.789175,77,North Cascades,HUC-170200062201,0
23449785,WHM_WAM0,WAM06600_008710,ALMOTA CREEK,Whitman,46.707248,-117.381764,10,Columbia Plateau,HUC-170601070801,0
23449073,WHM_WAM0,WAM06600_008729,TUCANNON RIVER AT WATERMAN GULCH,Columbia,46.276,-117.658681,11,Blue Mountains,HUC-170601070603,0
23638040,WHM_WAM0,WAM06600_008773,DRY CREEK,Walla Walla,46.076393,-118.51626,10,Columbia Plateau,HUC-170701020808,0
23865898,WHM_WAM0,WAM06600_008797,ALDER CREEK,Pacific,46.4434,-123.664,1,Coast Range,HUC-171001060501,0
23207822,WHM_WAM0,WAM06600_008947,ROCK ISLAND CREEK,Douglas,47.527744,-120.135466,10,Columbia Plateau,HUC-170200100312,0
24125735,WHM_WAM0,WAM06600_009134,"TEANAWAY RIVER, WEST FORK",Kittitas,47.26849,-120.974099,77,North Cascades,HUC-170300010203,0
23838486,WHM_WAM0,WAM06600_009167,BOGACHIEL RIVER,Clallam,47.8926,-124.362,1,Coast Range,HUC-171001010503,0
23449855,WHM_WAM0,WAM06600_009186,ALKALI FLAT CREEK,Whitman,46.677215,-117.954232,10,Columbia Plateau,HUC-170601070405,0
23736229,WHM_WAM0,WAM06600_009409,WASHOUGAL RIVER,Skamania,45.7631,-122.125,4,Cascades,HUC-170800010601,0
23041833,WHM_WAM0,WAM06600_009440,"MYERS CREEK, EAST FORK",Okanogan,48.837442,-119.099618,15,Northern Rockies,HUC-170200020902,0
23208582,WHM_WAM0,WAM06600_009454,MIDDLE CREEK TRIBUTARY,Chelan,47.287,-120.344551,9,Eastern Cascades Slopes and Foothills,HUC-170200100310,0
24425005,WHM_WAM0,WAM06600_009490,REYNOLDS CREEK TRIBUTARY,Yakima,46.635182,-120.970488,9,Eastern Cascades Slopes and Foothills,HUC-170300020309,0
23838612,WHM_WAM0,WAM06600_009535,"CALAWAH RIVER, NORTH FORK",Clallam,47.9702,-124.326,1,Coast Range,HUC-171001010403,0
24120874,WHM_WAM0,WAM06600_009724,SINLAHEKIN CREEK AT 1147 M ELEVATION,Okanogan,48.708311,-119.801307,77,North Cascades,HUC-170200071901,0
24242917,WHM_WAM0,WAM06600_009777,SPEELYAI CREEK TRIBUTARY,Cowlitz,46.0169,-122.365,4,Cascades,HUC-170800020405,0
24127557,WHM_WAM0,WAM06600_009790,MIDDLE CREEK AT RM 2.1,Kittitas,47.298147,-120.814772,77,North Cascades,HUC-170300010204,0
24249298,WHM_WAM0,WAM06600_009817,JOHNSON CREEK,Cowlitz,46.3093,-122.634,4,Cascades,HUC-170800050605,0
24243077,WHM_WAM0,WAM06600_009825,LEWIS RIVER TRIBUTARY,Clark,45.9284,-122.671,3,Willamette Valley,HUC-170800020606,0
23100980,WHM_WAM0,WAM06600_009853,BACHELOR CREEK,Yakima,46.561593,-120.522718,10,Columbia Plateau,HUC-170300030105,0
24248654,WHM_WAM0,WAM06600_009897,"TOUTLE RIVER, NORTH FORK",Cowlitz,46.3685,-122.584,4,Cascades,HUC-170800050505,0
23032890,WHM_WAM0,WAM06600_010016,ONION CREEK TRIBUTARY,Stevens,48.781162,-117.786304,15,Northern Rockies,HUC-170200011203,0
22995215,WHM_WAM0,WAM06600_010088,SKOOKUM CREEK,Pend Oreille,48.34481,-117.237142,15,Northern Rockies,HUC-170102160202,0
23638276,WHM_WAM0,WAM06600_010137,WAM06600-010137,Columbia,46.31829,-117.983,10,Columbia Plateau,HUC-170701020308,0
23101296,WHM_WAM0,WAM06600_010141,"AHTANUM CREEK, MIDDLE FORK TRIBUTARY",Yakima,46.486557,-121.060078,9,Eastern Cascades Slopes and Foothills,HUC-170300030101,1
23032456,WHM_WAM0,WAM06600_010240,BOUNDARY CREEK,Stevens,48.99814,-117.806019,15,Northern Rockies,HUC-170200011106,1
24248678,WHM_WAM0,WAM06600_010281,"TOUTLE RIVER, NORTH FORK",Cowlitz,46.3363,-122.527,4,Cascades,HUC-170800050504,0
23639434,WHM_WAM0,WAM06600_010377,PAYNE HOLLOW CREEK,Columbia,46.262485,-117.981148,10,Columbia Plateau,HUC-170701020401,0
23838568,WHM_WAM0,WAM06600_010415,CALAWAH RIVER,Clallam,47.954,-124.417,1,Coast Range,HUC-171001010404,0
24125273,WHM_WAM0,WAM06600_010526,COLEMAN CREEK,Kittitas,47.179029,-120.393113,9,Eastern Cascades Slopes and Foothills,HUC-170300010403,0
23065161,WHM_WAM0,WAM06600_010528,WHISKY CACHE CREEK,Okanogan,48.7931,-119.35041,10,Columbia Plateau,HUC-170200061604,0
23066057,WHM_WAM0,WAM06600_010636,TUNK CREEK TRIBUTARY,Okanogan,48.512671,-119.311188,10,Columbia Plateau,HUC-170200061806,0
23015678,WHM_WAM0,WAM06600_010959,THOMPSON CREEK TRIBUTARY,Spokane,47.872814,-117.079662,15,Northern Rockies,HUC-170103050305,0
23047973,WHM_WAM0,WAM06600_011108,BULLDOG CREEK,Stevens,48.149721,-117.679825,15,Northern Rockies,HUC-170200030104,0
23639276,WHM_WAM0,WAM06600_011161,PATIT CREEK WEST TRIBUTARY,Columbia,46.29948,-117.713035,11,Blue Mountains,HUC-170701020305,0
24248590,WHM_WAM0,WAM06600_011189,"TOUTLE RIVER, SOUTH FORK",Cowlitz,46.2404,-122.514,4,Cascades,HUC-170800050604,0
23015342,WHM_WAM0,WAM06600_011191,CABLE CREEK,Spokane,47.660106,-117.043314,15,Northern Rockies,HUC-170103050304,0
23041305,WHM_WAM0,WAM06600_011200,DEEP CREEK,Stevens,48.972576,-118.109462,15,Northern Rockies,HUC-170200021902,0
24504816,WHM_WAM0,WAM06600_011281,RATTLESNAKE CREEK,Klickitat,45.797,-121.483,9,Eastern Cascades Slopes and Foothills,HUC-170701050809,0
23041541,WHM_WAM0,WAM06600_011328,HUNGRY HOLLOW TRIBUTARY,Okanogan,48.928843,-119.131685,15,Northern Rockies,HUC-170200020901,0
24126541,WHM_WAM0,WAM06600_011546,WENAS CREEK NORTH FORK,Kittitas,46.9743,-120.919,9,Eastern Cascades Slopes and Foothills,HUC-170300010602,0
24249186,WHM_WAM0,WAM06600_011609,ARKANSAS CREEK,Cowlitz,46.3048,-122.978,1,Coast Range,HUC-170800050903,0
24384031,WHM_WAM0,WAM06600_011700,WAM06600-011700,Okanogan,48.23360223,-120.1249195,10,Columbia Plateau,HUC-170200080701,0
23042171,WHM_WAM0,WAM06600_011728,DOYLE CREEK TRIBUTARY,Ferry,48.759975,-118.165533,15,Northern Rockies,HUC-170200022004,0
24504832,WHM_WAM0,WAM06600_011729,RATTLESNAKE CREEK,Klickitat,45.8902,-121.308,9,Eastern Cascades Slopes and Foothills,HUC-170701050809,0
22995801,WHM_WAM0,WAM06600_011760,FLUME CREEK,Pend Oreille,48.878191,-117.387142,15,Northern Rockies,HUC-170102160904,0
24383013,WHM_WAM0,WAM06600_011788,BEAR CREEK,Okanogan,48.493439,-120.110339,77,North Cascades,HUC-170200080604,0
24386053,WHM_WAM0,WAM06600_011896,BOWEN CREEK,Okanogan,48.457345,-120.096374,10,Columbia Plateau,HUC-170200080604,0
23638064,WHM_WAM0,WAM06600_012053,WAM06600-012053,Walla Walla,46.12038,-118.218,10,Columbia Plateau,HUC-170701020801,0
22996311,WHM_WAM0,WAM06600_012124,NOLA CREEK,Pend Oreille,48.506372,-117.13614,15,Northern Rockies,HUC-170102160301,0
22995267,WHM_WAM0,WAM06600_012268,"LE CLERC CREEK, EAST BRANCH",Pend Oreille,48.613734,-117.204476,15,Northern Rockies,HUC-170102160303,0
24121598,WHM_WAM0,WAM06600_012352,DISAPPOINTMENT CREEK AT 1694 M ELEVATION,Okanogan,48.937484,-119.82117,77,North Cascades,HUC-170200071801,0
23638154,WHM_WAM0,WAM06600_012425,WAM06600-012425,Walla Walla,46.27658,-118.54,10,Columbia Plateau,HUC-170701021002,0
23664879,WHM_WAM0,WAM06600_012449,HOLMES CREEK,Klickitat,45.9423,-121.351,9,Eastern Cascades Slopes and Foothills,HUC-170701060202,0
24382863,WHM_WAM0,WAM06600_012552,WAM06600-012552,Okanogan,48.27719634,-120.0892699,10,Columbia Plateau,HUC-170200080610,0
23208084,WHM_WAM0,WAM06600_012715,WAM06600-012715,Chelan,47.83253847,-120.4176465,77,North Cascades,HUC-170200100207,0
23099934,WHM_WAM0,WAM06600_012781,"FOUNDATION CREEK, NORTH FORK",Yakima,46.537468,-121.050554,9,Eastern Cascades Slopes and Foothills,HUC-170300030102,0
22995285,WHM_WAM0,WAM06600_012972,WAM06600-012972,Pend Oreille,48.58378,-117.29512,15,Northern Rockies,HUC-170102160302,0
23449239,WHM_WAM0,WAM06600_013165,WAM06600-013165,Garfield,46.47362,-117.55,10,Columbia Plateau,HUC-170601070503,0
24126419,WHM_WAM0,WAM06600_013430,UMTANUM CREEK AT 608 M ELEVATION,Kittitas,46.879,-120.581,10,Columbia Plateau,HUC-170300010701,0
23041019,WHM_WAM0,WAM06600_013632,KETTLE RIVER BELOW TORODA CREEK,Ferry,48.93556,-118.750292,15,Northern Rockies,HUC-170200021702,0
24504992,WHM_WAM0,WAM06600_013697,ROCK CREEK,Skamania,45.7483,-121.982,4,Cascades,HUC-170701051202,0
24120798,WHM_WAM0,WAM06600_013920,"TOATS COULEE CREEK, SOUTH FORK",Okanogan,48.830315,-119.797031,77,North Cascades,HUC-170200071803,0
24229201,WHM_WAM0,WAM06600_013989,HEFFLEFINGER GULCH CREEK,Asotin,46.149134,-117.230451,11,Blue Mountains,HUC-170601030206,0
24126341,WHM_WAM0,WAM06600_014042,"MANASTASH CREEK, NORTH FORK",Kittitas,47.0084,-120.803,9,Eastern Cascades Slopes and Foothills,HUC-170300010509,0
23032886,WHM_WAM0,WAM06600_014112,WAM06600-014112,Stevens,48.78224,-117.73142,15,Northern Rockies,HUC-170200011003,0
23031366,WHM_WAM0,WAM06600_014292,"HUNTER CREEK, NORTH FORK",Stevens,48.131657,-118.048781,15,Northern Rockies,HUC-170200011701,0
23032252,WHM_WAM0,WAM06600_014496,WAM06600-014496,Stevens,48.78695,-117.71824,15,Northern Rockies,HUC-170200011003,0
22996305,WHM_WAM0,WAM06600_014620,WAM06600-014620,Pend Oreille,48.50228,-117.19854,15,Northern Rockies,HUC-170102160301,0
23449687,WHM_WAM0,WAM06600_014697,ALPOWA CREEK,Garfield,46.320067,-117.491881,10,Columbia Plateau,HUC-170601070101,0
23638968,WHM_WAM0,WAM06600_015081,JOHNSON HOLLOW CREEK,Columbia,46.345331,-117.978319,10,Columbia Plateau,HUC-170701020307,0
24126337,WHM_WAM0,WAM06600_015514,"MANASTASH CREEK, NORTH FORK",Kittitas,46.991,-120.786,9,Eastern Cascades Slopes and Foothills,HUC-170300010509,0
23451039,WHM_WAM0,WAM06600_015618,TRUAX CANYON TRIBUTARY,Garfield,46.546296,-117.316372,10,Columbia Plateau,HUC-170601070204,0
24128921,WHM_WAM0,WAM06600_015642,HUDSON CREEK,Kittitas,46.9577,-120.854,9,Eastern Cascades Slopes and Foothills,HUC-170300010602,0
22995505,WHM_WAM0,WAM06600_015836,MIDDLE CREEK,Pend Oreille,48.541784,-117.218553,15,Northern Rockies,HUC-170102160301,0
23664653,WHM_WAM0,WAM06600_015857,DRY CREEK,Yakima,46.068,-121.306,9,Eastern Cascades Slopes and Foothills,HUC-170701060204,0
24423543,WHM_WAM0,WAM06600_016125,"COWICHE CREEK, SOUTH FORK",Yakima,46.5835,-120.986,9,Eastern Cascades Slopes and Foothills,HUC-170300020309,0
24384109,WHM_WAM0,WAM06600_016164,"GOLD CREEK, SOUTH FORK",Okanogan,48.182573,-120.117817,10,Columbia Plateau,HUC-170200080703,0
23638978,WHM_WAM0,WAM06600_016601,PATIT CREEK NORTH TRIBUTARY,Columbia,46.337801,-117.727564,10,Columbia Plateau,HUC-170701020306,0
23040749,WHM_WAM0,WAM06600_016960,KETTLE RIVER AT EAST DEER CREEK,Stevens,48.848822,-118.193854,15,Northern Rockies,HUC-170200021907,0
24423549,WHM_WAM0,WAM06600_017117,"COWICHE CREEK, SOUTH FORK",Yakima,46.5654,-121.087,9,Eastern Cascades Slopes and Foothills,HUC-170300020309,0
23449475,WHM_WAM0,WAM06600_017186,"DEADMAN CREEK, NORTH",Garfield,46.569496,-117.485206,10,Columbia Plateau,HUC-170601070302,0
24128921,WHM_WAM0,WAM06600_017194,HUDSON CREEK,Kittitas,46.9465,-120.841,9,Eastern Cascades Slopes and Foothills,HUC-170300010602,0
23065487,WHM_WAM0,WAM06600_017208,ROCK CREEK,Okanogan,48.411352,-119.764134,77,North Cascades,HUC-170200062201,0
24120782,WHM_WAM0,WAM06600_017264,"TOATS COULEE CREEK, MIDDLE FORK",Okanogan,48.84153,-119.790067,77,North Cascades,HUC-170200071802,0
23032162,WHM_WAM0,WAM06600_017280,"BIG SHEEP CREEK, AMERICAN FORK",Stevens,48.96866,-117.937576,15,Northern Rockies,HUC-170200011105,0
23041115,WHM_WAM0,WAM06600_017392,WAM06600-017392,Okanogan,48.78845,-118.90613,15,Northern Rockies,HUC-170200021203,0
23032978,WHM_WAM0,WAM06600_017584,BRUCE CREEK,Stevens,48.739754,-117.922385,15,Northern Rockies,HUC-170200011208,0
